Starting Point,Ending Point,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seat Availability,Bus Type (Categorized)
Durgapur (West Bengal),Kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),01:10 PM,05:10 PM,04h 00m,4.4,486,22,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline,Volvo 9600 A/C Semi Sleeper (2+2),01:30 PM,05:20 PM,03h 50m,4.1,486,21,A/C Semi Sleeper
Durgapur (West Bengal),Kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),01:45 PM,05:45 PM,04h 00m,4.4,486,30,A/C Seater
Durgapur (West Bengal),Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),02:10 PM,06:00 PM,03h 50m,4.1,486,21,A/C Seater
Durgapur (West Bengal),Kolkata,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),02:20 PM,06:10 PM,03h 50m,4.7,486,11,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline,Volvo A/C Seater (2+2),02:50 PM,06:50 PM,04h 00m,4.3,486,30,A/C Seater
Durgapur (West Bengal),Kolkata,Express Line,Volvo 9600 A/C Seater (2+2),03:10 PM,07:00 PM,03h 50m,4.6,486,34,A/C Seater
Durgapur (West Bengal),Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),03:30 PM,07:20 PM,03h 50m,4.4,486,20,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),03:30 PM,07:30 PM,04h 00m,4.1,486,22,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline,Volvo A/C Seater (2+2),04:00 PM,07:50 PM,03h 50m,4.2,486,26,A/C Seater
Durgapur (West Bengal),Kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),04:00 PM,08:00 PM,04h 00m,4.3,486,23,A/C Seater
Durgapur (West Bengal),Kolkata,Express Line (Karunamoyee),Volvo A/C Seater (2+2),04:20 PM,08:25 PM,04h 05m,4.6,486,29,A/C Seater
Durgapur (West Bengal),Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),04:30 PM,08:30 PM,04h 00m,4.0,486,28,A/C Seater
Durgapur (West Bengal),Kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),04:45 PM,08:45 PM,04h 00m,4.1,486,25,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline,Volvo A/C Seater (2+2),05:10 PM,09:00 PM,03h 50m,3.9,486,29,A/C Seater
Durgapur (West Bengal),Kolkata,Greenline (Karunamoyee),Volvo A/C Seater (2+2),05:30 PM,09:20 PM,03h 50m,3.9,486,26,A/C Seater
Durgapur (West Bengal),Kolkata,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),05:50 PM,09:35 PM,03h 45m,4.2,486,35,A/C Seater
Durgapur (West Bengal),Kolkata,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:15 PM,10:00 PM,03h 45m,3.7,486,28,A/C Seater
Durgapur (West Bengal),Kolkata,Express Line,Volvo A/C Seater (2+2),06:30 PM,10:50 PM,04h 20m,4.5,486,38,A/C Seater
Durgapur (West Bengal),Kolkata,Pammi Travels,A/C Sleeper (2+1),03:00 AM,06:30 AM,03h 30m,3.7,1450,5,A/C Sleeper
Kolkata,Haldia,WBTC (CTC) Habra- Barasat- Haldia - 180|07:40,Non AC Seater (2+3),07:40 AM,10:45 AM,03h 05m,4.6,97,27,Unknown A/C Seater
Kolkata,Haldia,Gogol City Service,AC Seater (2+3),12:50 PM,03:35 PM,02h 45m,4.2,160,61,Unknown A/C Seater
Kolkata,Haldia,Gogol City Service,AC Seater (2+3),01:30 PM,04:15 PM,02h 45m,4.2,155,50,Unknown A/C Seater
Kolkata,Haldia,Satadal Travels,A/C Seater (2+2),02:55 PM,06:15 PM,03h 20m,4.4,157,42,A/C Seater
Kolkata,Haldia,Diamond City Service,A/C Executive (2+3),03:10 PM,06:55 PM,03h 45m,4.7,153,47,A/C Unknown Type
Kolkata,Haldia,Droupadi Paribahan,A/C Seater (2+3),02:10 PM,04:58 PM,02h 48m,2.6,160,60,A/C Seater
Kolkata,Haldia,KRISHNAKALI,A/C Seater (2+3),02:45 PM,05:30 PM,02h 45m,2.9,157,61,A/C Seater
Kolkata,Haldia,Droupadi City Service,A/C Seater (2+3),03:20 PM,06:10 PM,02h 50m,2.9,160,60,A/C Seater
Kolkata,Haldia,Droupadi Bus Service,Non AC Seater (2+3),04:20 PM,07:10 PM,02h 50m,2.2,121,54,Unknown A/C Seater
Haldia,Kolkata,WBTC (CTC) Habra- Barasat- Haldia - 180|16:45,Non AC Seater (2+3),04:45 PM,07:30 PM,02h 45m,3.9,97,48,Unknown A/C Seater
Haldia,Kolkata,Droupadi Paribahan,A/C Seater (2+3),06:10 AM,09:00 AM,02h 50m,3.2,160,51,A/C Seater
Haldia,Kolkata,Gogol City Service,AC Seater (2+3),07:00 AM,09:45 AM,02h 45m,4.3,155,42,Unknown A/C Seater
Haldia,Kolkata,Droupadi Bus Service,Non AC Seater (2+3),07:15 AM,10:15 AM,03h 00m,3.7,121,53,Unknown A/C Seater
Haldia,Kolkata,Gogol City Service,AC Seater (2+3),07:50 AM,10:45 AM,02h 55m,4.1,160,54,Unknown A/C Seater
Haldia,Kolkata,KRISHNAKALI,A/C Seater (2+3),06:25 AM,09:15 AM,02h 50m,2.5,161,58,A/C Seater
Haldia,Kolkata,Droupadi City Service,A/C Seater (2+3),07:00 AM,09:35 AM,02h 35m,2.6,160,57,A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 05:15 (ASN DEPOT) - 481,Non AC Seater (2+3),05:15 AM,09:00 AM,03h 45m,3.6,155,22,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 05:30 (HOWRAH DEPOT) - 776,Non AC Seater (2+3),05:30 AM,09:00 AM,03h 30m,3.5,150,50,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 05:40 - 301,Non AC Seater (2+3),05:40 AM,09:25 AM,03h 45m,3.8,155,35,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - L/S - 06:00 (HOWRAH DEPOT) - 264,Non AC Seater (2+3),06:00 AM,09:30 AM,03h 30m,3.8,150,50,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 06:00 (BEL DEPOT) - 1093,Non AC Seater (2+3),06:00 AM,09:45 AM,03h 45m,3.4,155,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 06:15 (HOWRAH DEPOT) - 405,Non AC Seater (2+3),06:15 AM,09:45 AM,03h 30m,2.8,150,48,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 06:15 (BEL DEPOT) - 303,Non AC Seater (2+3),06:15 AM,10:00 AM,03h 45m,4.0,155,41,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 06:25 (ASN DEPOT) - 1863,Non AC Seater (2+3),06:25 AM,10:25 AM,04h 00m,4.1,155,49,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - DURGAPUR - A/C - 06:35 (DGP DEPOT) - 1649,AC Seater (2+2),06:35 AM,10:35 AM,04h 00m,3.8,300,37,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 06:40 - 305,Non AC Seater (2+3),06:40 AM,10:25 AM,03h 45m,4.1,155,42,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - JHALDA - VIA - ASANSOL - 07:00 - 1088,Non AC Seater (2+3),07:00 AM,10:50 AM,03h 50m,4.3,155,44,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 07:00 (HOWRAH DEPOT) - 270,Non AC Seater (2+3),07:00 AM,10:30 AM,03h 30m,3.5,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 07:20 - 742,Non AC Seater (2+3),07:20 AM,11:05 AM,03h 45m,3.9,155,45,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - A/C - 07:30 - 1499,AC Seater (2+2),07:30 AM,11:15 AM,03h 45m,3.0,300,26,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - A/C - 07:50 (HWH DEPOT) - 1182,AC Seater (2+2),07:50 AM,11:20 AM,03h 30m,3.1,300,34,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 08:00 (BEL DEPOT) - 308,Non AC Seater (2+3),08:00 AM,11:45 AM,03h 45m,3.7,155,45,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 08:15 (HOWRAH DEPOT) - 276,Non AC Seater (2+3),08:15 AM,11:45 AM,03h 30m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - BAGMUNDI - 08:30 (BEL DEPOT) - 480,Non AC Seater (2+3),08:30 AM,12:15 PM,03h 45m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-HALDIA - CHITTARANJAN - VIA - KOLKATA - 05:00 - 278,Non AC Seater (2+3),08:45 AM,12:00 PM,03h 15m,4.2,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 09:00 (BEL DEPOT) - 309,Non AC Seater (2+3),09:00 AM,12:45 PM,03h 45m,4.4,155,45,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 09:15 (DGP DEPOT) - 164,Non AC Seater (2+3),09:15 AM,12:45 PM,03h 30m,2.6,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - DURGAPUR - 09:30 (DGP DEPOT) - 485,Non AC Seater (2+3),09:30 AM,01:15 PM,03h 45m,3.0,155,51,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 09:45 (HOWRAH DEPOT) - 280,Non AC Seater (2+3),09:45 AM,01:15 PM,03h 30m,3.1,150,50,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 10:00 (DGP DEPOT) - 165,Non AC Seater (2+3),10:00 AM,01:30 PM,03h 30m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 10:30 (HOWRAH DEPOT) - 763,Non AC Seater (2+3),10:30 AM,02:00 PM,03h 30m,4.2,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 10:45 (ASANSOL DEPOT) - 272,Non AC Seater (2+3),10:45 AM,02:15 PM,03h 30m,1.5,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - PURULIA - VIA - ASN - 11:00 (HWH DEPOT) - 2681,Non AC Seater (2+3),11:00 AM,02:30 PM,03h 30m,2.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - L/S - 11:20 (DGP DEPOT) - 758,Non AC Seater (2+3),11:20 AM,02:50 PM,03h 30m,4.9,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - DURGAPUR - 11:30 (DGP DEPOT) - 178,Non AC Seater (2+3),11:30 AM,03:15 PM,03h 45m,3.3,155,50,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 11:40 (ASANSOL DEPOT) - 250,Non AC Seater (2+3),11:40 AM,03:10 PM,03h 30m,1.0,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 12:00 - 310,Non AC Seater (2+3),12:00 PM,03:45 PM,03h 45m,3.6,155,48,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 12:00 (HWH DEP - 401,Non AC Seater (2+3),12:00 PM,03:30 PM,03h 30m,3.7,155,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - L/S - 12:30 (ASANSOL DEPOT) - 252,Non AC Seater (2+3),12:30 PM,04:00 PM,03h 30m,2.6,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 12:50 (Durgapur) - 328,Non AC Seater (2+3),12:50 PM,04:20 PM,03h 30m,3.6,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - PURULIA - VIA - BANKURA - 13:00 (PRL DEP - 290,Non AC Seater (2+3),01:00 PM,04:00 PM,03h 00m,3.6,150,51,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - DURGAPUR - 13:00 (DGP DEPOT) - 180,Non AC Seater (2+3),01:00 PM,04:45 PM,03h 45m,3.9,155,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),01:15 PM,04:45 PM,03h 30m,3.8,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),01:45 PM,05:15 PM,03h 30m,3.8,150,51,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 14:00 (DGP DEPOT) - 170,Non AC Seater (2+3),02:00 PM,05:30 PM,03h 30m,3.6,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 14:00 (ASN DEPOT) - 247,Non AC Seater (2+3),02:00 PM,05:45 PM,03h 45m,3.8,155,47,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - PURULIA - VIA - ASN - 14:15 (PRL DEPOT) - 292,Non AC Seater (2+3),02:15 PM,05:15 PM,03h 00m,4.0,150,51,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - A/C - 14:15 (ASN DEPOT) - 1132,AC Seater (2+2),02:15 PM,06:00 PM,03h 45m,3.8,300,34,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 14:30 - 312,Non AC Seater (2+3),02:30 PM,06:15 PM,03h 45m,3.9,155,43,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - BANKURA - 14:30 (Bankura Depot) - 2756,Non AC Seater (2+3),02:30 PM,06:00 PM,03h 30m,4.1,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 14:45 (ASANSOL DEPOT) - 256,Non AC Seater (2+3),02:45 PM,06:15 PM,03h 30m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 15:00 (ASANSOL DEPOT) - 257,Non AC Seater (2+3),03:00 PM,06:30 PM,03h 30m,3.8,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 15:00 (ASN DEPOT) - 248,Non AC Seater (2+3),03:00 PM,06:45 PM,03h 45m,3.7,155,50,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 15:15 (DGP DEPOT) - 759,Non AC Seater (2+3),03:15 PM,06:45 PM,03h 30m,3.9,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - A/C - 15:15 (BNK DEPOT) - 1524,AC Seater (2+2),03:15 PM,07:30 PM,04h 15m,3.7,300,36,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - BANKURA - 15:30 (Bankura Depot) - 294,Non AC Seater (2+3),03:30 PM,07:00 PM,03h 30m,3.4,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - 15:30 (ASN DEPOT) - 249,Non AC Seater (2+3),03:30 PM,07:15 PM,03h 45m,3.9,155,48,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 16:00 (ASANSOL DEPOT) - 768,Non AC Seater (2+3),04:00 PM,07:30 PM,03h 30m,4.1,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566,AC Seater (2+2),04:15 PM,08:15 PM,04h 00m,2.7,300,37,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 16:15 (DGP DEPOT) - 760,Non AC Seater (2+3),04:15 PM,07:45 PM,03h 30m,4.5,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - 16:30 (ASANSOL DEPOT) - 261,Non AC Seater (2+3),04:30 PM,08:00 PM,03h 30m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - BANKURA - VIA - DURGAPUR - 16:45 - 311,Non AC Seater (2+3),04:45 PM,09:00 PM,04h 15m,3.8,155,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - ASANSOL - L/S - 17:00 (ASANSOL DEPOT) - 769,Non AC Seater (2+3),05:00 PM,08:30 PM,03h 30m,3.3,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 17:15 (DGP DEPOT) - 173,Non AC Seater (2+3),05:15 PM,08:45 PM,03h 30m,3.7,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KARUNAMOYEE - DURGAPUR - 17:30 (DGP DEPOT) - 181,Non AC Seater (2+3),05:30 PM,09:15 PM,03h 45m,3.8,155,46,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - JAMURIA - VIA - DURGAPUR - 17:30 - 300,Non AC Seater (2+3),05:30 PM,09:00 PM,03h 30m,4.0,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SBSTC-KOLKATA - DURGAPUR - 18:30 (DGP DEPOT) - 176,Non AC Seater (2+3),06:30 PM,10:00 PM,03h 30m,3.6,150,52,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),WBTC (CTC) KOLKATA - DURGAPUR - ASANSOL (AC-VOLVO) - 101|06:00,Volvo AC Seater (2+2),06:00 AM,09:00 AM,03h 00m,3.8,350,36,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),WBTC (CTC) Habra - Barasat - Durgapur - Asansol - 100|06:25,Non AC Seater (2+3),06:25 AM,09:00 AM,02h 35m,3.0,135,18,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),WBTC (CTC) KOLKATA - ASANSOL - PURULIA (AC VOLVO) Banglashree Express - 133|13:45,Volvo AC Seater (2+2),01:45 PM,04:45 PM,03h 00m,3.6,350,32,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),06:00 AM,09:15 AM,03h 15m,4.7,486,13,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),06:15 AM,09:30 AM,03h 15m,4.3,486,26,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),06:30 AM,10:15 AM,03h 45m,4.8,486,21,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:30 AM,09:45 AM,03h 15m,4.2,486,8,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo B11R Multi Axle Seater (2+2),07:00 AM,10:30 AM,03h 30m,4.6,486,29,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),Express Line,Volvo 9600 A/C Seater (2+2),07:05 AM,10:20 AM,03h 15m,4.6,486,26,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),07:40 AM,11:40 AM,04h 00m,4.4,486,29,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C Seater (2+2),07:45 AM,11:45 AM,04h 00m,4.7,486,26,A/C Seater
Kolkata,Durgapur (West Bengal),Express Line (Karunamoyee),Volvo A/C Seater (2+2),08:15 AM,12:15 PM,04h 00m,4.5,486,37,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),08:15 AM,12:15 PM,04h 00m,4.4,486,17,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),08:30 AM,12:30 PM,04h 00m,4.2,486,29,Unknown A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),08:45 AM,12:45 PM,04h 00m,4.5,486,31,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),09:15 AM,01:15 PM,04h 00m,4.3,486,27,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),09:15 AM,01:15 PM,04h 00m,4.2,486,36,A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),09:50 AM,01:50 PM,04h 00m,4.8,486,33,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),10:00 AM,02:00 PM,04h 00m,4.3,486,32,A/C Seater
Kolkata,Durgapur (West Bengal),Express Line,Volvo A/C Seater (2+2),10:25 AM,02:25 PM,04h 00m,4.7,486,44,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C Seater (2+2),11:00 AM,03:00 PM,04h 00m,4.2,486,33,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),11:00 AM,03:00 PM,04h 00m,3.9,486,31,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),11:30 AM,03:30 PM,04h 00m,4.7,486,35,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:00 PM,04:00 PM,04h 00m,4.4,486,32,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:00 PM,04:00 PM,04h 00m,4.2,486,30,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),12:30 PM,04:30 PM,04h 00m,4.1,486,40,A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),01:00 PM,05:00 PM,04h 00m,4.6,486,31,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),01:00 PM,05:00 PM,04h 00m,4.7,486,37,A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Express Line,Volvo 9600 A/C Seater (2+2),01:30 PM,05:30 PM,04h 00m,4.7,486,49,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),02:00 PM,06:00 PM,04h 00m,4.3,486,37,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),02:00 PM,06:00 PM,04h 00m,4.6,486,31,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),02:30 PM,06:30 PM,04h 00m,4.7,486,37,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),03:00 PM,06:00 PM,03h 00m,4.4,486,25,Unknown A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C Seater (2+2),03:00 PM,07:00 PM,04h 00m,4.5,486,27,A/C Seater
Kolkata,Durgapur (West Bengal),Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),03:30 PM,06:30 PM,03h 00m,4.2,486,48,Unknown A/C Sleeper
Kolkata,Durgapur (West Bengal),Express Line (Karunamoyee),Volvo A/C Seater (2+2),03:45 PM,07:45 PM,04h 00m,4.8,486,41,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),04:00 PM,08:00 PM,04h 00m,4.2,486,37,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),04:00 PM,07:15 PM,03h 15m,4.7,486,43,Unknown A/C Sleeper
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),04:40 PM,08:40 PM,04h 00m,4.4,486,31,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline (Karunamoyee),Volvo A/C Seater (2+2),04:45 PM,08:45 PM,04h 00m,4.3,486,33,A/C Seater
Kolkata,Durgapur (West Bengal),Express Line,Volvo A/C Seater (2+2),05:20 PM,09:20 PM,04h 00m,4.6,486,44,A/C Seater
Kolkata,Durgapur (West Bengal),SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),05:30 PM,09:30 PM,04h 00m,4.5,486,45,A/C Seater
Kolkata,Durgapur (West Bengal),Greenline,Volvo A/C Seater (2+2),06:05 PM,10:05 PM,04h 00m,4.7,486,37,A/C Seater
Kolkata,Durgapur (West Bengal),Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),06:40 PM,10:25 PM,03h 45m,4.4,486,28,A/C Seater
Kolkata,Durgapur (West Bengal),Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),07:30 PM,11:15 PM,03h 45m,3.6,475,37,Unknown A/C Semi Sleeper
Kolkata,Durgapur (West Bengal),Bijoyatra travels,AC Seater (2+2),03:15 PM,07:25 PM,04h 10m,2.5,375,45,Unknown A/C Seater
Kolkata,Durgapur (West Bengal),Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),06:30 PM,11:00 PM,04h 30m,3.4880152239047697,500,54,A/C Seater/Sleeper
Kolkata,Durgapur (West Bengal),Maharani Travels,A/C Seater / Sleeper (2+1),09:05 PM,01:30 AM,04h 25m,2.6,760,24,A/C Seater/Sleeper
